Date,High,Low,Open,Close,Volume,Adj Close
2020-04-08,2760.75,2663.300048828125,2685.0,2749.97998046875,5856370000,2749.97998046875
2020-04-09,2818.570068359375,2762.360107421875,2776.989990234375,2789.820068359375,7880140000,2789.820068359375
2020-04-13,2782.4599609375,2721.169921875,2782.4599609375,2761.6298828125,5274310000,2761.6298828125
2020-04-14,2851.85009765625,2805.10009765625,2805.10009765625,2846.06005859375,5567400000,2846.06005859375
2020-04-15,2801.8798828125,2761.5400390625,2795.639892578125,2783.360107421875,5203390000,2783.360107421875
2020-04-16,2806.510009765625,2764.320068359375,2799.340087890625,2799.550048828125,5179990000,2799.550048828125
2020-04-17,2879.219970703125,2830.8798828125,2842.429931640625,2874.56005859375,5792140000,2874.56005859375
2020-04-20,2868.97998046875,2820.429931640625,2845.6201171875,2823.159912109375,5220160000,2823.159912109375
2020-04-21,2785.5400390625,2727.10009765625,2784.81005859375,2736.56005859375,5075830000,2736.56005859375
2020-04-22,2815.10009765625,2775.949951171875,2787.889892578125,2799.31005859375,5049660000,2799.31005859375
2020-04-23,2844.89990234375,2794.260009765625,2810.419921875,2797.800048828125,5756520000,2797.800048828125
2020-04-24,2842.7099609375,2791.760009765625,2812.639892578125,2836.739990234375,5374480000,2836.739990234375
2020-04-27,2887.719970703125,2852.889892578125,2854.64990234375,2878.47998046875,5194260000,2878.47998046875
2020-04-28,2921.14990234375,2860.7099609375,2909.9599609375,2863.389892578125,5672880000,2863.389892578125
2020-04-29,2954.860107421875,2912.159912109375,2918.4599609375,2939.510009765625,6620140000,2939.510009765625
2020-04-30,2930.909912109375,2892.469970703125,2930.909912109375,2912.429931640625,6523120000,2912.429931640625
2020-05-01,2869.090087890625,2821.610107421875,2869.090087890625,2830.7099609375,4753160000,2830.7099609375
2020-05-04,2844.239990234375,2797.85009765625,2815.010009765625,2842.739990234375,4723140000,2842.739990234375
2020-05-05,2898.22998046875,2863.550048828125,2868.8798828125,2868.43994140625,5129590000,2868.43994140625
2020-05-06,2891.110107421875,2847.64990234375,2883.139892578125,2848.419921875,4861920000,2848.419921875
2020-05-07,2901.919921875,2876.47998046875,2878.260009765625,2881.18994140625,5164640000,2881.18994140625
2020-05-08,2932.159912109375,2902.8798828125,2908.830078125,2929.800048828125,4857160000,2929.800048828125
2020-05-11,2944.25,2903.43994140625,2915.4599609375,2930.18994140625,4807320000,2930.18994140625
2020-05-12,2945.820068359375,2869.590087890625,2939.5,2870.1201171875,5107710000,2870.1201171875
2020-05-13,2874.139892578125,2793.14990234375,2865.860107421875,2820.0,6143130000,2820.0
2020-05-14,2852.800048828125,2766.639892578125,2794.5400390625,2852.5,5641920000,2852.5
2020-05-15,2865.010009765625,2816.780029296875,2829.949951171875,2863.699951171875,5477040000,2863.699951171875
2020-05-18,2968.090087890625,2913.860107421875,2913.860107421875,2953.909912109375,6364290000,2953.909912109375
2020-05-19,2964.2099609375,2922.35009765625,2948.590087890625,2922.93994140625,4969330000,2922.93994140625
2020-05-20,2980.2900390625,2953.6298828125,2953.6298828125,2971.610107421875,4992970000,2971.610107421875
2020-05-21,2978.5,2938.570068359375,2969.949951171875,2948.510009765625,4966940000,2948.510009765625
2020-05-22,2956.760009765625,2933.590087890625,2948.050048828125,2955.449951171875,3952800000,2955.449951171875
2020-05-26,3021.719970703125,2988.169921875,3004.080078125,2991.77001953125,5837060000,2991.77001953125
2020-05-27,3036.25,2969.75,3015.64990234375,3036.1298828125,6371230000,3036.1298828125
2020-05-28,3068.669921875,3023.39990234375,3046.610107421875,3029.72998046875,5402670000,3029.72998046875
2020-05-29,3049.169921875,2998.610107421875,3025.169921875,3044.31005859375,7275080000,3044.31005859375
2020-06-01,3062.179931640625,3031.5400390625,3038.780029296875,3055.72998046875,4673410000,3055.72998046875
2020-06-02,3081.070068359375,3051.639892578125,3064.780029296875,3080.820068359375,5187230000,3080.820068359375
2020-06-03,3130.93994140625,3098.89990234375,3098.89990234375,3122.8701171875,5989560000,3122.8701171875
2020-06-04,3128.909912109375,3090.409912109375,3111.56005859375,3112.35009765625,6428130000,3112.35009765625
2020-06-05,3211.719970703125,3163.840087890625,3163.840087890625,3193.929931640625,8617590000,3193.929931640625
2020-06-08,3233.1298828125,3196.0,3199.919921875,3232.389892578125,8437380000,3232.389892578125
2020-06-09,3222.7099609375,3193.110107421875,3213.320068359375,3207.179931640625,6382620000,3207.179931640625
2020-06-10,3223.27001953125,3181.489990234375,3213.419921875,3190.139892578125,6570840000,3190.139892578125
2020-06-11,3123.530029296875,2999.489990234375,3123.530029296875,3002.10009765625,7018890000,3002.10009765625
2020-06-12,3088.419921875,2984.469970703125,3071.0400390625,3041.31005859375,5832250000,3041.31005859375
2020-06-15,3079.760009765625,2965.659912109375,2993.760009765625,3066.590087890625,5740660000,3066.590087890625
2020-06-16,3153.449951171875,3076.06005859375,3131.0,3124.739990234375,5829240000,3124.739990234375
2020-06-17,3141.159912109375,3108.030029296875,3136.1298828125,3113.489990234375,4549390000,3113.489990234375
2020-06-18,3120.0,3093.510009765625,3101.639892578125,3115.340087890625,4429030000,3115.340087890625
2020-06-19,3155.530029296875,3083.110107421875,3140.2900390625,3097.739990234375,8327780000,3097.739990234375
2020-06-22,3120.919921875,3079.389892578125,3094.419921875,3117.860107421875,4665380000,3117.860107421875
2020-06-23,3154.89990234375,3127.1201171875,3138.699951171875,3131.2900390625,4704830000,3131.2900390625
2020-06-24,3115.010009765625,3032.1298828125,3114.39990234375,3050.330078125,5587200000,3050.330078125
2020-06-25,3086.25,3024.010009765625,3046.60009765625,3083.760009765625,4815420000,3083.760009765625
2020-06-26,3073.72998046875,3004.6298828125,3073.199951171875,3009.050048828125,8098120000,3009.050048828125
2020-06-29,3053.889892578125,2999.739990234375,3018.590087890625,3053.239990234375,4462770000,3053.239990234375
2020-06-30,3111.510009765625,3047.830078125,3050.199951171875,3100.2900390625,4696280000,3100.2900390625
2020-07-01,3128.43994140625,3101.169921875,3105.919921875,3115.860107421875,4443130000,3115.860107421875
2020-07-02,3165.81005859375,3124.52001953125,3143.639892578125,3130.010009765625,4190830000,3130.010009765625
2020-07-06,3182.590087890625,3155.2900390625,3155.2900390625,3179.719970703125,4736450000,3179.719970703125
2020-07-07,3184.14990234375,3142.929931640625,3166.43994140625,3145.320068359375,4563700000,3145.320068359375
2020-07-08,3171.800048828125,3136.530029296875,3153.070068359375,3169.93994140625,4927700000,3169.93994140625
2020-07-09,3179.780029296875,3115.699951171875,3176.169921875,3152.050048828125,4829020000,3152.050048828125
2020-07-10,3186.820068359375,3136.219970703125,3152.469970703125,3185.0400390625,4515340000,3185.0400390625
2020-07-13,3235.320068359375,3149.429931640625,3205.080078125,3155.219970703125,4890780000,3155.219970703125
2020-07-14,3200.949951171875,3127.659912109375,3141.110107421875,3197.52001953125,4476170000,3197.52001953125
2020-07-15,3238.280029296875,3200.760009765625,3225.97998046875,3226.56005859375,4669760000,3226.56005859375
2020-07-16,3220.389892578125,3198.590087890625,3208.360107421875,3215.570068359375,3961230000,3215.570068359375
2020-07-17,3233.52001953125,3205.64990234375,3224.2099609375,3224.72998046875,3993830000,3224.72998046875
2020-07-20,3258.610107421875,3215.159912109375,3224.2900390625,3251.840087890625,3971200000,3251.840087890625
2020-07-21,3277.2900390625,3247.77001953125,3268.52001953125,3257.300048828125,4547960000,3257.300048828125
2020-07-22,3279.320068359375,3253.10009765625,3254.860107421875,3276.02001953125,4255190000,3276.02001953125
2020-07-23,3279.989990234375,3222.659912109375,3271.639892578125,3235.659912109375,4290460000,3235.659912109375
2020-07-24,3227.260009765625,3200.050048828125,3218.580078125,3215.6298828125,3894900000,3215.6298828125
2020-07-27,3241.429931640625,3214.25,3219.840087890625,3239.409912109375,3963910000,3239.409912109375
2020-07-28,3243.719970703125,3216.169921875,3234.27001953125,3218.43994140625,4027890000,3218.43994140625
2020-07-29,3264.739990234375,3227.219970703125,3227.219970703125,3258.43994140625,4676300000,3258.43994140625
2020-07-30,3250.919921875,3204.1298828125,3231.760009765625,3246.219970703125,4254010000,3246.219970703125
2020-07-31,3272.169921875,3220.260009765625,3270.449951171875,3271.1201171875,5117260000,3271.1201171875
2020-08-03,3302.72998046875,3284.530029296875,3288.260009765625,3294.610107421875,4643640000,3294.610107421875
2020-08-04,3306.840087890625,3286.3701171875,3289.919921875,3306.510009765625,4621670000,3306.510009765625
2020-08-05,3330.77001953125,3317.3701171875,3317.3701171875,3327.77001953125,4732220000,3327.77001953125
2020-08-06,3351.030029296875,3318.139892578125,3323.169921875,3349.159912109375,4267490000,3349.159912109375
2020-08-07,3352.5400390625,3328.719970703125,3340.050048828125,3351.280029296875,4104860000,3351.280029296875
2020-08-10,3363.2900390625,3335.43994140625,3356.0400390625,3360.469970703125,4318570000,3360.469970703125
2020-08-11,3381.010009765625,3326.43994140625,3370.340087890625,3333.68994140625,5087650000,3333.68994140625
2020-08-12,3387.889892578125,3355.4599609375,3355.4599609375,3380.35009765625,3768560000,3380.35009765625
2020-08-13,3387.239990234375,3363.35009765625,3372.949951171875,3373.429931640625,3648810000,3373.429931640625
2020-08-14,3378.510009765625,3361.639892578125,3368.659912109375,3372.85009765625,3193400000,3372.85009765625
2020-08-17,3387.590087890625,3379.219970703125,3380.860107421875,3381.989990234375,3671290000,3381.989990234375
