Date,Open Price,High Price,Low Price,Close Price,Adj Close Price,Volume
5/1/2019,1188.050049,1188.050049,1167.180054,1168.079956,1168.079956,2639200
5/2/2019,1167.76001,1174.189941,1155.001953,1162.609985,1162.609985,1944800
5/3/2019,1173.650024,1186.800049,1169,1185.400024,1185.400024,1980700
5/6/2019,1166.26001,1190.849976,1166.26001,1189.390015,1189.390015,1563900
5/7/2019,1180.469971,1190.439941,1161.040039,1174.099976,1174.099976,1551400
5/8/2019,1172.01001,1180.42395,1165.73999,1166.27002,1166.27002,1309300
5/9/2019,1159.030029,1169.660034,1150.849976,1162.380005,1162.380005,1185700
5/10/2019,1163.589966,1172.599976,1142.5,1164.27002,1164.27002,1314500
5/13/2019,1141.959961,1147.939941,1122.109985,1132.030029,1132.030029,1860600
5/14/2019,1137.209961,1140.420044,1119.550049,1120.439941,1120.439941,1836600
5/15/2019,1117.869995,1171.329956,1116.666016,1164.209961,1164.209961,2289300
5/16/2019,1164.51001,1188.160034,1162.839966,1178.97998,1178.97998,1531400
5/17/2019,1168.469971,1180.150024,1160.01001,1162.300049,1162.300049,1208600
5/20/2019,1144.5,1146.796997,1131.442993,1138.849976,1138.849976,1353300
5/21/2019,1148.48999,1152.708008,1137.939941,1149.630005,1149.630005,1159800
5/22/2019,1146.75,1158.52002,1145.890015,1151.420044,1151.420044,914500
5/23/2019,1140.5,1145.973022,1129.223999,1140.77002,1140.77002,1198900
5/24/2019,1147.359985,1149.765015,1131.660034,1133.469971,1133.469971,1112000
5/28/2019,1134,1151.587036,1133.119995,1134.150024,1134.150024,1365000
5/29/2019,1127.52002,1129.099976,1108.219971,1116.459961,1116.459961,1538200
5/30/2019,1115.540039,1123.130005,1112.119995,1117.949951,1117.949951,951900
